symbol,fa_persons,fa_companies,lead_underwriters_norm,co_underwriters_norm,ipo_price,first_trade_date,open_d1,high_d1,low_d1,close_d1,close_d2,close_d3,close_d4,close_d5,close_1W,close_1M,close_3M,close_6M
APCS,วัชรินทร์ เลิศสุวรรณกุล,แอดไวเซอรี่ พลัส จำกัด,['บริษัทหลักทรัพย์ กสิกรไทย จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ ซีไอเอ็มบี (ประเทศไทย) จำกัด', 'บริษัทหลักทรัพย์ ดีบีเอส วิคเคอร์ส จำกัด', 'บริษัทหลักทรัพย์ บัวหลวง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)']",5.4500,Fri Sep 30,5.4500,5.4500,4.5000,4.5000,3.8600,4.4800,4.3400,4.5800,4.5000,3.9000,5.4000,6.6500
APO,นาย สุริยา ธรรมธีระ,บริษัท แอสเซท โปร แมเนจเม้นท์ จำกัด,['บริษัทหลักทรัพย์ คิงส์ฟอร์ด จำกัด'],"['บริษัทหลักทรัพย์ กรุงศรี จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ กรุงไทย เอ็กซ์สปริง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ บียอนด์ จำกัด (มหาชน)']",0.9900,Tue Apr 02,1.7400,2.8600,1.7400,2.1200,1.5900,1.3300,1.5600,1.5700,1.5700,1.9400,1.3600,2.2800
APP,N.A.,บริษัท หลักทรัพย์ฟินันเซีย ไซรัส จำกัด (มหาชน),['บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ ดาโอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ อาร์เอชบี (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โกลเบล็ก จำกัด']",2.4600,Fri Nov 22,2.9000,3.0600,2.8200,3.0400,2.8000,2.7800,2.6400,2.5000,2.5800,2.2600,1.9300,1.4700
ARIN,N.A.,บริษัท หลักทรัพย์คันทรี่ กรุ๊ป จำกัด (มหาชน),['บริษัทหลักทรัพย์ พาย จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ เออีซี จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ไอร่า จำกัด (มหาชน)']",1.8000,Wed Jul 10,1.6300,1.6700,1.3400,1.4300,1.3000,1.1600,1.1100,1.1800,1.1800,0.8100,0.6200,0.7200
ARIP,,บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน),['บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ ฟิลลิป (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โนมูระ พัฒนสิน จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ไอ วี โกลบอล จำกัด (มหาชน)']",0.9000,Thu Dec 02,1.4000,2.0000,1.3500,1.8600,2.4000,2.6000,2.1200,1.9600,1.9600,1.7100,1.2700,1.5300
ARROW,วิจันทร์ รัตนกิตติอาภรณ์,ฟิลลิป (ประเทศไทย) จำกัด (มหาชน),['บริษัทหลักทรัพย์ ฟิลลิป (ประเทศไทย) จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ พาย จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โนมูระ พัฒนสิน จำกัด (มหาชน)']",5.5000,Tue Dec 25,10.2000,10.7000,8.8000,9.0000,8.9000,8.7000,8.6500,8.5000,8.6500,8.5500,8.4000,7.1500
AS,,ดีบีเอส วิคเคอร์ส (ประเทศไทย) บล.บจก.,['บริษัทหลักทรัพย์ ดีบีเอส วิคเคอร์ส จำกัด'],"['บริษัทหลักทรัพย์ ดาโอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ บัวหลวง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ อาร์เอชบี (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โกลเบล็ก จำกัด', 'บริษัทหลักทรัพย์ ไทยพาณิชย์ จำกัด']",12.0000,Thu May 29,12.2000,12.3000,11.9000,12.0000,12.1000,11.8000,11.8000,11.8000,11.7000,11.5000,9.0000,7.3000
ASAP,นางสาว จริยา สุวรรณเป็ง,บริษัท หลักทรัพย์ทิสโก้ จำกัด,['บริษัทหลักทรัพย์ ทิสโก้ จำกัด'],"['บริษัทหลักทรัพย์ กรุงศรี จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ โนมูระ พัฒนสิน จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ไทยพาณิชย์ จำกัด']",3.0300,Thu Mar 30,4.5400,4.6200,4.2400,4.3400,4.2200,4.0000,4.2800,4.2200,4.2200,4.1400,7.7500,7.8000
ASCON,,บัวหลวง บล.บจก.,['บริษัทหลักทรัพย์ บัวหลวง จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ ดีบีเอส วิคเคอร์ส จำกัด', 'บริษัทหลักทรัพย์ ทรีนีตี้ จำกัด', 'บริษัทหลักทรัพย์ ทิสโก้ จำกัด', 'บริษัทหลักทรัพย์ ธนชาต จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ไทยพาณิชย์ จำกัด']",4.2000,Wed Dec 21,3.2431,3.3297,3.0269,3.0269,2.9981,2.9981,2.9981,2.9549,2.9693,3.6395,3.5459,5.2250
ASEFA,สมลักษณ์ เธียรพจน์,ฟินันเซีย ไซรัส จำกัด (มหาชน),['บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)'],"['บริษัทหลักทรัพย์ กรุงไทย เอ็กซ์สปริง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ทรีนีตี้ จำกัด', 'บริษัทหลักทรัพย์ อาร์เอชบี (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ แอพเพิล เวลธ์ จำกัด', 'บริษัทหลักทรัพย์ โกลเบล็ก จำกัด', 'บริษัทหลักทรัพย์ โนมูระ พัฒนสิน จำกัด (มหาชน)']",3.7000,Wed Aug 05,7.5000,7.6500,5.4000,5.9500,5.4000,5.6500,5.1500,4.6000,4.6000,4.5200,5.1000,6.1500
ASK,,เซจ แคปปิตอล บจก.,"['บริษัทหลักทรัพย์ บัวหลวง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เคจีไอ (ประเทศไทย) จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ เอเซีย พลัส จำกัด (มหาชน)']","['บริษัทหลักทรัพย์ กรุงไทย เอ็กซ์สปริง จำกัด (มหาชน)', 'บริษัทหลักทรัพย์ ฟินันเซีย ไซรัส จำกัด (มหาชน)']",8.9000,Tue Dec 13,7.4004,7.4004,7.1044,7.3511,7.2524,7.3511,7.2031,7.2031,7.0058,7.0058,7.2031,6.7097
